ID,DATA,DIA_SEMANA,HORARIO,ESTADO,MUNICIPIO,CAUSA_ACIDENTE,TIPO_ACIDENTE,CLASSIFICACAO_ACIDENTE,FASE_DIA,SENTIDO_VIA,CONDICAO_METEREOLOGICA,TIPO_PISTA,TRACADO_VIA,PESSOAS,MORTOS,ILESOS,FERIDOS,VEICULOS,REGIONAL,MES
339891,2021-02-10,quarta-feira,20:00:00,SP,ITAPECERICA DA SERRA,Frear bruscamente,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Dupla,Reta,3,0,1,2,2,SR-SP,2
339954,2021-02-11,quinta-feira,08:10:00,SP,SAO PAULO,Condutor deixou de manter distância do veículo da frente,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Múltipla,Reta,2,0,0,2,2,SR-SP,2
339966,2021-02-07,domingo,17:30:00,SP,CAJATI,Problema com o freio,Saída de leito carroçável,Sem Vítimas,Pleno dia,Decrescente,Céu Claro,Simples,Reta,1,0,1,0,1,SR-SP,2
339968,2021-02-11,quinta-feira,10:35:00,SP,ITAPECERICA DA SERRA,Ausência de reação do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,1,0,0,1,1,SR-SP,2
339970,2021-02-11,quinta-feira,10:40:00,SP,ITAPECERICA DA SERRA,Animais na Pista,Atropelamento de Animal,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Dupla,Reta,1,0,0,1,1,SR-SP,2
339977,2021-02-11,quinta-feira,11:00:00,SP,OCAUCU,Desrespeitar a preferência no cruzamento,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Garoa/Chuvisco,Simples,Reta,4,0,0,4,2,SR-SP,2
340033,2021-02-11,quinta-feira,16:20:00,SP,SAO JOSE DOS CAMPOS,Ingestão de álcool pelo condutor,Colisão com objeto,Sem Vítimas,Pleno dia,Decrescente,Nublado,Dupla,Retorno Regulamentado,1,0,1,0,1,SR-SP,2
340035,2021-02-11,quinta-feira,16:50:00,SP,REGISTRO,Reação tardia ou ineficiente do condutor,Colisão com objeto,Sem Vítimas,Anoitecer,Crescente,Chuva,Dupla,Curva,3,0,3,0,1,SR-SP,2
340036,2021-02-11,quinta-feira,14:40:00,SP,SAO PAULO,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Desvio Temporário,1,0,0,1,1,SR-SP,2
340040,2021-02-11,quinta-feira,16:40:00,SP,CAJATI,Pista Escorregadia,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Curva,1,0,0,1,1,SR-SP,2
340044,2021-02-11,quinta-feira,17:00:00,SP,ATIBAIA,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Reta,1,0,0,1,1,SR-SP,2
340047,2021-02-11,quinta-feira,16:40:00,SP,PINDAMONHANGABA,Acumulo de água sobre o pavimento,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Reta,5,0,0,5,1,SR-SP,2
340054,2021-01-31,domingo,02:30:00,SP,GUARULHOS,Condutor Dormindo,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Nublado,Múltipla,Reta,2,0,1,1,2,SR-SP,1
340062,2021-02-11,quinta-feira,17:30:00,SP,JUQUITIBA,Ausência de reação do condutor,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Reta,1,0,0,1,1,SR-SP,2
340066,2021-02-11,quinta-feira,19:30:00,SP,GUARULHOS,Condutor deixou de manter distância do veículo da frente,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Múltipla,Reta,1,0,0,1,1,SR-SP,2
340071,2021-02-11,quinta-feira,19:30:00,SP,CAJATI,Afundamento ou ondulação no pavimento,Colisão com objeto,Com Vítimas Feridas,Plena Noite,Decrescente,Garoa/Chuvisco,Dupla,Reta,1,0,0,1,1,SR-SP,2
340074,2021-02-11,quinta-feira,20:29:00,SP,GUARULHOS,Pedestre andava na pista,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Decrescente,Garoa/Chuvisco,Múltipla,Reta,2,0,1,1,1,SR-SP,2
340095,2021-02-11,quinta-feira,16:45:00,SP,CAJATI,Obstrução na via,Saída de leito carroçável,Sem Vítimas,Pleno dia,Decrescente,Chuva,Simples,Curva,2,0,1,0,2,SR-SP,2
340118,2021-01-14,quinta-feira,11:00:00,SP,PINDAMONHANGABA,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Dupla,Reta,6,0,5,1,2,SR-SP,1
340119,2021-02-12,sexta-feira,02:20:00,SP,SANTA ISABEL,Velocidade Incompatível,Colisão traseira,Sem Vítimas,Plena Noite,Crescente,Garoa/Chuvisco,Dupla,Reta,2,0,2,0,2,SR-SP,2
340121,2021-02-12,sexta-feira,02:15:00,SP,TAUBATE,Manobra de mudança de faixa,Colisão traseira,Sem Vítimas,Plena Noite,Decrescente,Nublado,Dupla,Reta,2,0,2,0,2,SR-SP,2
340128,2021-02-12,sexta-feira,04:00:00,SP,TABOAO DA SERRA,Ingestão de álcool pelo condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Plena Noite,Decrescente,Céu Claro,Dupla,Reta,3,0,1,2,2,SR-SP,2
340140,2021-02-12,sexta-feira,07:00:00,SP,JACAREI,Ausência de reação do condutor,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Reta,1,0,0,1,1,SR-SP,2
340146,2021-02-12,sexta-feira,07:25:00,SP,UBATUBA,Reação tardia ou ineficiente do condutor,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Céu Claro,Simples,Reta,2,0,0,1,2,SR-SP,2
340229,2021-02-12,sexta-feira,16:05:00,SP,SAO JOSE DO RIO PRETO,Reação tardia ou ineficiente do condutor,Tombamento,Com Vítimas Feridas,Pleno dia,Decrescente,Nublado,Múltipla,Reta,1,0,0,1,1,SR-SP,2
340235,2021-02-12,sexta-feira,16:20:00,SP,EMBU DAS ARTES,Manobra de mudança de faixa,Colisão lateral mesmo sentido,Com Vítimas Feridas,Pleno dia,Crescente,Sol,Dupla,Reta,2,0,1,1,2,SR-SP,2
340247,2021-02-12,sexta-feira,17:15:00,SP,CAJATI,Desrespeitar a preferência no cruzamento,Colisão transversal,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Dupla,Interseção de vias,5,0,4,1,2,SR-SP,2
340257,2021-02-12,sexta-feira,17:54:00,SP,BARRA DO TURVO,Velocidade Incompatível,Saída de leito carroçável,Sem Vítimas,Anoitecer,Crescente,Chuva,Dupla,Reta,1,0,1,0,1,SR-SP,2
340317,2021-02-12,sexta-feira,21:25:00,SP,ITAPECERICA DA SERRA,Acessar a via sem observar a presença dos outros veículos,Colisão lateral mesmo sentido,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Dupla,Reta,2,0,1,1,2,SR-SP,2
340325,2021-02-12,sexta-feira,22:15:00,SP,JACUPIRANGA,Acessar a via sem observar a presença dos outros veículos,Colisão frontal,Com Vítimas Fatais,Plena Noite,Decrescente,Ignorado,Dupla,Curva,3,1,2,0,2,SR-SP,2
340359,2021-02-13,sábado,03:15:00,SP,BARRA DO TURVO,Condutor Dormindo,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Ignorado,Dupla,Reta,2,0,1,1,2,SR-SP,2
340362,2021-02-13,sábado,04:30:00,SP,SAO PAULO,Reação tardia ou ineficiente do condutor,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Múltipla,Reta,3,0,1,1,2,SR-SP,2
340377,2021-02-13,sábado,06:15:00,SP,TABOAO DA SERRA,Frear bruscamente,Colisão traseira,Com Vítimas Feridas,Amanhecer,Decrescente,Garoa/Chuvisco,Dupla,Reta,4,0,2,2,3,SR-SP,2
340378,2021-02-13,sábado,06:10:00,SP,TABOAO DA SERRA,Acumulo de água sobre o pavimento,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Crescente,Garoa/Chuvisco,Dupla,Reta,1,0,0,1,1,SR-SP,2
340385,2021-02-13,sábado,07:10:00,SP,JACAREI,Ingestão de álcool pelo condutor,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Reta,2,0,0,2,1,SR-SP,2
340401,2021-02-13,sábado,08:15:00,SP,MAIRIPORA,Pista Escorregadia,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Reta,1,0,0,1,1,SR-SP,2
340518,2021-02-13,sábado,18:10:00,SP,TAUBATE,Condutor deixou de manter distância do veículo da frente,Colisão traseira,Sem Vítimas,Pleno dia,Decrescente,Chuva,Dupla,Reta,2,0,2,0,2,SR-SP,2
340524,2021-02-13,sábado,17:40:00,SP,ITAPECERICA DA SERRA,Chuva,Capotamento,Com Vítimas Feridas,Anoitecer,Decrescente,Chuva,Dupla,Curva,4,0,1,3,1,SR-SP,2
340526,2021-02-13,sábado,18:30:00,SP,MAIRIPORA,Pista Escorregadia,Colisão com objeto,Com Vítimas Feridas,Anoitecer,Decrescente,Garoa/Chuvisco,Dupla,Reta,6,0,4,2,2,SR-SP,2
340555,2021-02-13,sábado,20:30:00,SP,EMBU DAS ARTES,Velocidade Incompatível,Colisão traseira,Com Vítimas Feridas,Plena Noite,Crescente,Céu Claro,Dupla,Reta,5,0,3,2,2,SR-SP,2
340580,2021-02-13,sábado,23:40:00,SP,REGISTRO,Ausência de reação do condutor,Atropelamento de Pedestre,Com Vítimas Feridas,Plena Noite,Decrescente,Ignorado,Dupla,Reta,2,0,0,2,1,SR-SP,2
