ind1_total_feriados_30d,ind1_nacionais_30d,ind1_estaduais_30d,ind1_municipais_30d,ind1_facultativos_30d,ind1_proximo_feriado_data,ind1_proximo_feriado_tipo,ind1_proximo_feriado_descricao,ind2_tipo_dominante,ind2_perfil_dano,ind2_descricao_dano,ind2_feriado_nacional_presente,ind2_parte1_nome,ind2_parte1_pct,ind2_parte2_nome,ind2_parte2_pct,ind3_boxes_total,ind3_boxes_ocupados_semana,ind3_boxes_disponiveis,ind3_capacidade_status,ind4_pct_estoque_massa_tinta,ind4_consumo_estimado_unidades,ind4_estoque_status,ind4_referencia_total,data_referencia
30,0,1,878,1,2026-05-18,MUNICIPAL,De acordo com a Lei nº 2.959 de 1985,ESTADUAL,Moderado,Para-choque e lateral parcial,0,,0.0,,0.0,3,0,3,Capacidade total disponível,100.0,0.0,Estoque adequado,100.0,2026-05-18
